Datetime,TrafficIndexLive,JamsCount,JamsDelay,JamsLength,TrafficIndexWeekAgo,TravelTimeHistoric,TravelTimeLive
2022-12-16 12:46:30,5,33,115.0,13.7,6,72.78676338117913,74.21589554462486
2022-12-16 13:46:30,6,57,197.6,39.4,11,72.78676338117913,74.21589554462486
2022-12-16 14:46:30,10,78,311.7,72.7,17,72.78676338117913,74.21589554462486
2022-12-16 15:46:30,13,127,508.1,105.1,17,72.78676338117913,74.21589554462486
2022-12-16 16:46:00,21,184,838.1,153.4,26,72.78676338117913,74.21589554462486
2022-12-16 17:01:00,22,207,937.6,162.0,25,72.78676338117913,74.21589554462486
2022-12-16 18:31:00,24,161,664.1,156.1,25,72.78676338117913,74.21589554462486
2022-12-16 19:01:00,24,160,656.4,121.9,23,72.78676338117913,74.21589554462486
2022-12-16 20:46:30,30,168,658.1,139.7,31,72.78676338117913,74.21589554462486
2022-12-16 21:01:30,28,176,613.3,140.7,34,72.78676338117913,74.21589554462486
2022-12-16 22:01:30,24,150,540.6,103.1,32,72.78676338117913,74.21589554462486
2022-12-16 23:31:30,23,116,380.3,94.1,18,72.78676338117913,74.21589554462486
2022-12-17 00:01:30,23,91,332.4,96.8,14,72.78676338117913,74.21589554462486
2022-12-17 01:01:30,17,67,228.2,50.0,23,72.78676338117913,74.21589554462486
2022-12-17 02:01:30,12,47,192.3,27.6,20,72.78676338117913,74.21589554462486
2022-12-17 03:01:30,7,29,105.0,13.5,25,72.78676338117913,74.21589554462486
2022-12-17 04:01:30,3,23,78.4,8.8,28,72.78676338117913,74.21589554462486
2022-12-17 05:01:30,1,12,39.6,4.9,24,72.78676338117913,74.21589554462486
2022-12-17 06:01:30,2,8,38.6,10.9,30,72.78676338117913,74.21589554462486
2022-12-17 07:01:30,2,13,46.6,11.6,34,72.78676338117913,74.21589554462486
2022-12-17 08:31:30,3,16,81.3,6.8,34,72.78676338117913,74.21589554462486
2022-12-17 09:46:30,7,43,149.4,29.4,34,72.78676338117913,74.21589554462486
2022-12-17 10:46:30,11,83,313.0,63.0,31,72.78676338117913,74.21589554462486
2022-12-17 11:01:30,11,89,333.6,66.7,26,72.78676338117913,74.21589554462486
2022-12-17 12:01:30,12,91,389.9,72.4,26,72.78676338117913,74.21589554462486
2022-12-17 13:31:30,12,77,242.6,55.9,20,72.78676338117913,74.21589554462486
2022-12-17 14:46:30,15,77,285.3,97.3,22,72.78676338117913,74.21589554462486
2022-12-17 15:46:30,22,155,685.7,182.9,24,72.78676338117913,74.21589554462486
2022-12-17 16:46:00,40,334,1379.0,317.4,37,72.78676338117913,74.21589554462486
2022-12-17 17:16:00,43,341,1528.5,360.2,39,72.78676338117913,74.21589554462486
2022-12-17 18:16:00,41,314,1339.9,315.1,40,72.78676338117913,74.21589554462486
2022-12-17 19:01:30,36,226,907.7,199.8,32,72.78676338117913,74.21589554462486
2022-12-17 20:46:30,31,215,803.5,178.0,28,72.78676338117913,74.21589554462486
2022-12-17 21:01:30,31,187,689.3,171.3,29,72.78676338117913,74.21589554462486
2022-12-17 22:01:30,28,172,574.6,152.0,24,72.78676338117913,74.21589554462486
2022-12-17 23:01:30,23,99,307.5,90.1,15,72.78676338117913,74.21589554462486
2022-12-18 00:01:30,17,47,149.5,50.1,11,72.78676338117913,74.21589554462486
2022-12-18 01:01:30,10,25,84.2,20.9,9,72.78676338117913,74.21589554462486
2022-12-18 02:01:30,5,22,75.4,9.2,5,72.78676338117913,74.21589554462486
2022-12-18 03:01:30,3,9,30.3,5.8,3,72.78676338117913,74.21589554462486
2022-12-18 04:01:30,1,5,15.1,3.3,1,72.78676338117913,74.21589554462486
2022-12-18 05:01:30,0,3,11.7,0.6,0,72.78676338117913,74.21589554462486
2022-12-18 06:46:30,6,25,95.9,33.0,25,72.78676338117913,74.21589554462486
2022-12-18 07:46:30,15,60,219.9,74.6,61,72.78676338117913,74.21589554462486
2022-12-18 08:01:30,16,63,242.0,88.6,66,72.78676338117913,74.21589554462486
2022-12-18 09:16:30,18,64,219.8,80.2,53,72.78676338117913,74.21589554462486
2022-12-18 10:01:30,18,76,283.1,101.3,42,72.78676338117913,74.21589554462486
2022-12-18 11:01:30,17,114,370.2,92.0,27,72.78676338117913,74.21589554462486
2022-12-18 12:01:30,17,100,369.9,97.5,30,72.78676338117913,74.21589554462486
2022-12-18 13:31:30,16,79,316.8,79.6,42,72.78676338117913,74.21589554462486
2022-12-18 14:46:30,26,173,691.3,198.4,47,72.78676338117913,74.21589554462486
2022-12-18 15:46:30,33,234,937.0,270.3,51,72.78676338117913,74.21589554462486
2022-12-18 16:46:30,57,443,2223.5,474.4,64,72.78676338117913,74.21589554462486
2022-12-18 17:31:00,70,534,2861.4,543.6,67,72.78676338117913,74.21589554462486
2022-12-18 18:01:00,71,547,2825.2,537.4,68,72.78676338117913,74.21589554462486
2022-12-18 19:01:30,40,137,527.5,142.1,57,72.78676338117913,74.21589554462486
2022-12-18 20:01:30,15,48,160.0,23.2,40,72.78676338117913,74.21589554462486
2022-12-18 21:46:30,19,93,281.7,82.3,31,72.78676338117913,74.21589554462486
2022-12-18 22:31:30,22,119,364.8,112.3,25,72.78676338117913,74.21589554462486
2022-12-18 23:01:30,18,68,204.7,55.6,18,72.78676338117913,74.21589554462486
2022-12-19 00:01:30,10,28,81.5,10.8,11,72.78676338117913,74.21589554462486
2022-12-19 01:16:30,6,13,41.4,10.8,6,72.78676338117913,74.21589554462486
2022-12-19 02:01:30,3,12,37.4,7.0,4,72.78676338117913,74.21589554462486
2022-12-19 03:01:30,1,5,20.4,2.9,2,72.78676338117913,74.21589554462486
2022-12-19 04:01:30,0,6,21.7,2.4,0,72.78676338117913,74.21589554462486
2022-12-19 05:01:30,0,4,19.9,0.9,0,72.78676338117913,74.21589554462486
2022-12-19 06:46:30,23,161,632.8,175.4,26,72.78676338117913,74.21589554462486
2022-12-19 07:46:30,52,295,1454.7,308.1,61,72.78676338117913,74.21589554462486
2022-12-19 08:01:30,54,253,1307.7,292.9,63,72.78676338117913,74.21589554462486
2022-12-19 09:01:30,39,150,701.5,173.8,50,72.78676338117913,74.21589554462486
2022-12-19 10:01:30,28,130,540.1,123.8,38,72.78676338117913,74.21589554462486
2022-12-19 11:46:30,21,123,452.7,128.2,25,72.78676338117913,74.21589554462486
2022-12-19 12:46:30,24,214,842.5,161.0,28,72.78676338117913,74.21589554462486
2022-12-19 13:46:30,34,265,1176.6,222.8,38,72.78676338117913,74.21589554462486
2022-12-19 14:46:30,43,244,1431.4,303.0,46,72.78676338117913,74.21589554462486
2022-12-19 15:46:30,50,303,1561.7,363.0,52,72.78676338117913,74.21589554462486
2022-12-19 16:46:30,62,426,2388.0,466.0,66,72.78676338117913,74.21589554462486
2022-12-19 17:16:30,63,470,2562.5,459.5,70,72.78676338117913,74.21589554462486
2022-12-19 18:01:30,59,375,1831.5,390.1,69,72.78676338117913,74.21589554462486
2022-12-19 19:01:30,45,244,1029.4,227.2,58,72.78676338117913,74.21589554462486
2022-12-19 20:01:30,32,239,854.9,172.3,43,72.78676338117913,74.21589554462486
2022-12-19 21:01:30,26,149,516.5,108.5,33,72.78676338117913,74.21589554462486
2022-12-19 22:01:30,22,103,312.5,86.0,25,72.78676338117913,74.21589554462486
2022-12-19 23:01:30,16,59,206.5,38.5,18,72.78676338117913,74.21589554462486
2022-12-20 00:01:30,10,35,117.8,15.8,11,72.78676338117913,74.21589554462486
2022-12-20 01:01:30,5,25,76.3,9.4,6,72.78676338117913,74.21589554462486
2022-12-20 02:01:30,3,7,24.5,2.6,3,72.78676338117913,74.21589554462486
2022-12-20 03:01:30,1,10,38.5,7.9,1,72.78676338117913,74.21589554462486
2022-12-20 04:01:30,0,6,30.2,2.4,0,72.78676338117913,74.21589554462486
2022-12-20 05:01:30,0,8,31.6,1.7,0,72.78676338117913,74.21589554462486
2022-12-20 06:46:30,26,163,655.7,174.8,26,72.78676338117913,74.21589554462486
2022-12-20 07:46:30,56,324,1518.8,317.1,58,72.78676338117913,74.21589554462486
2022-12-20 08:01:30,58,267,1358.1,304.3,60,72.78676338117913,74.21589554462486
2022-12-20 09:01:30,41,151,727.6,194.2,47,72.78676338117913,74.21589554462486
2022-12-20 10:01:30,29,106,436.4,124.7,33,72.78676338117913,74.21589554462486
2022-12-20 11:01:30,20,105,323.4,98.8,23,72.78676338117913,74.21589554462486
2022-12-20 12:46:30,26,269,926.5,192.4,29,72.78676338117913,74.21589554462486
2022-12-20 13:46:30,34,226,1093.9,215.3,36,72.78676338117913,74.21589554462486
2022-12-20 14:46:30,40,241,1277.6,289.0,43,72.78676338117913,74.21589554462486
2022-12-20 15:46:30,43,264,1132.6,322.6,48,72.78676338117913,74.21589554462486
2022-12-20 16:46:30,55,360,1737.0,413.0,59,72.78676338117913,74.21589554462486
2022-12-20 17:31:30,58,348,1653.9,363.9,62,72.78676338117913,74.21589554462486
2022-12-20 18:01:30,54,344,1492.0,349.2,59,72.78676338117913,74.21589554462486
2022-12-20 19:01:30,42,201,913.6,225.3,49,72.78676338117913,74.21589554462486
2022-12-20 20:01:30,31,190,663.1,151.2,34,72.78676338117913,74.21589554462486
2022-12-20 21:01:30,27,165,580.0,123.7,28,72.78676338117913,74.21589554462486
2022-12-20 22:01:30,23,112,407.5,93.8,24,72.78676338117913,74.21589554462486
2022-12-20 23:01:00,18,58,187.2,69.0,12,72.78676338117913,74.21589554462486
2022-12-21 00:01:30,12,34,119.1,26.5,11,72.78676338117913,74.21589554462486
2022-12-21 01:01:30,6,17,66.4,16.9,7,72.78676338117913,74.21589554462486
2022-12-21 02:01:30,5,10,46.2,15.7,3,72.78676338117913,74.21589554462486
2022-12-21 03:01:30,2,9,47.4,11.4,1,72.78676338117913,74.21589554462486
2022-12-21 04:01:30,0,6,21.7,3.0,0,72.78676338117913,74.21589554462486
2022-12-21 05:01:30,0,7,31.3,3.9,0,72.78676338117913,74.21589554462486
2022-12-21 06:46:30,24,158,621.2,164.5,25,72.78676338117913,74.21589554462486
2022-12-21 07:46:30,52,264,1312.1,296.6,52,72.78676338117913,74.21589554462486
2022-12-21 08:01:30,52,223,1110.1,257.7,52,72.78676338117913,74.21589554462486
2022-12-21 09:01:30,33,113,480.1,146.8,34,72.78676338117913,74.21589554462486
2022-12-21 10:01:30,25,95,375.8,112.0,26,72.78676338117913,74.21589554462486
2022-12-21 11:46:30,20,120,424.3,130.0,23,72.78676338117913,74.21589554462486
2022-12-21 12:46:30,26,251,857.1,180.7,28,72.78676338117913,74.21589554462486
2022-12-21 13:16:30,30,236,945.2,197.4,33,72.78676338117913,74.21589554462486
2022-12-21 14:46:30,37,220,978.9,276.0,41,72.78676338117913,74.21589554462486
2022-12-21 15:46:30,42,251,1095.8,325.8,46,72.78676338117913,74.21589554462486
2022-12-21 16:46:30,55,369,1869.5,418.4,60,72.78676338117913,74.21589554462486
2022-12-21 17:31:30,59,356,1713.9,395.7,62,72.78676338117913,74.21589554462486
2022-12-21 18:01:00,54,365,1652.2,377.6,59,72.78676338117913,74.21589554462486
2022-12-21 19:01:30,41,195,798.7,206.1,48,72.78676338117913,74.21589554462486
2022-12-21 20:01:30,29,191,711.6,175.9,35,72.78676338117913,74.21589554462486
2022-12-21 21:01:30,27,171,627.9,121.8,29,72.78676338117913,74.21589554462486
2022-12-21 22:01:00,23,108,380.2,90.4,25,72.78676338117913,74.21589554462486
2022-12-21 23:01:30,17,66,219.3,50.9,11,72.78676338117913,74.21589554462486
2022-12-22 00:01:30,13,38,159.6,31.4,15,72.78676338117913,74.21589554462486
2022-12-22 01:01:30,8,30,104.3,18.6,12,72.78676338117913,74.21589554462486
2022-12-22 02:01:30,6,24,95.5,15.9,5,72.78676338117913,74.21589554462486
2022-12-22 03:01:30,3,15,43.6,7.1,3,72.78676338117913,74.21589554462486
2022-12-22 04:01:30,1,7,24.7,6.2,1,72.78676338117913,74.21589554462486
2022-12-22 05:01:30,0,7,21.1,5.2,0,72.78676338117913,74.21589554462486
2022-12-22 06:46:30,22,121,536.3,137.8,20,72.78676338117913,74.21589554462486
2022-12-22 07:46:30,41,192,1074.5,218.5,40,72.78676338117913,74.21589554462486
2022-12-22 08:01:30,39,157,869.9,180.1,39,72.78676338117913,74.21589554462486
2022-12-22 09:01:30,23,92,446.8,101.2,23,72.78676338117913,74.21589554462486
2022-12-22 10:01:30,18,99,351.6,109.4,19,72.78676338117913,74.21589554462486
2022-12-22 11:46:30,22,122,438.0,150.1,21,72.78676338117913,74.21589554462486
2022-12-22 12:16:30,25,172,613.8,156.1,26,72.78676338117913,74.21589554462486
2022-12-22 13:46:30,32,215,845.8,212.7,32,72.78676338117913,74.21589554462486
2022-12-22 14:46:30,43,266,1182.7,316.9,41,72.78676338117913,74.21589554462486
2022-12-22 15:01:30,46,250,1172.1,324.9,45,72.78676338117913,74.21589554462486
2022-12-22 16:46:00,56,408,1984.1,428.2,57,72.78676338117913,74.21589554462486
2022-12-22 17:31:30,59,346,1780.0,395.2,61,72.78676338117913,74.21589554462486
2022-12-22 18:01:30,54,329,1634.2,377.0,57,72.78676338117913,74.21589554462486
2022-12-22 19:01:00,45,241,974.7,270.7,49,72.78676338117913,74.21589554462486
2022-12-22 20:16:30,37,258,928.9,247.2,41,72.78676338117913,74.21589554462486
2022-12-22 21:01:30,36,230,860.0,220.1,41,72.78676338117913,74.21589554462486
2022-12-22 22:01:30,33,171,632.8,181.9,37,72.78676338117913,74.21589554462486
2022-12-22 23:01:30,26,122,437.3,116.8,30,72.78676338117913,74.21589554462486
2022-12-23 00:01:30,23,78,295.2,76.8,25,72.78676338117913,74.21589554462486
2022-12-23 01:01:30,17,62,206.2,41.5,18,72.78676338117913,74.21589554462486
2022-12-23 02:01:30,11,34,154.8,19.7,11,72.78676338117913,74.21589554462486
2022-12-23 03:01:30,7,34,122.7,12.6,7,72.78676338117913,74.21589554462486
2022-12-23 04:01:30,3,15,66.5,8.9,3,72.78676338117913,74.21589554462486
2022-12-23 05:01:30,1,9,40.9,4.3,1,72.78676338117913,74.21589554462486
2022-12-23 06:01:30,0,7,20.5,3.1,0,72.78676338117913,74.21589554462486
2022-12-23 07:01:30,0,11,40.0,3.8,0,72.78676338117913,74.21589554462486
2022-12-23 08:01:30,0,8,30.7,3.2,0,72.78676338117913,74.21589554462486
2022-12-23 09:46:30,1,8,35.1,3.7,0,72.78676338117913,74.21589554462486
2022-12-23 10:01:30,1,5,22.6,1.4,0,72.78676338117913,74.21589554462486
2022-12-23 11:01:30,0,11,53.5,3.1,0,72.78676338117913,74.21589554462486
2022-12-23 12:46:30,6,44,110.4,12.5,5,72.78676338117913,74.21589554462486
2022-12-23 13:46:30,7,72,236.9,44.1,6,72.78676338117913,74.21589554462486
2022-12-23 14:46:30,12,102,402.6,99.3,10,72.78676338117913,74.21589554462486
2022-12-23 15:01:30,13,89,337.8,95.9,13,72.78676338117913,74.21589554462486
2022-12-23 16:46:00,25,212,916.4,197.6,21,72.78676338117913,74.21589554462486
2022-12-23 17:01:30,26,221,929.0,187.3,22,72.78676338117913,74.21589554462486
2022-12-23 18:46:00,24,153,537.6,136.0,24,72.78676338117913,74.21589554462486
2022-12-23 19:01:30,24,137,489.0,131.1,24,72.78676338117913,74.21589554462486
2022-12-23 20:31:30,29,198,703.3,164.0,30,72.78676338117913,74.21589554462486
2022-12-23 21:01:00,28,159,569.8,137.8,28,72.78676338117913,74.21589554462486
2022-12-23 22:01:30,26,138,465.5,114.1,24,72.78676338117913,74.21589554462486
2022-12-23 23:01:00,23,89,302.9,79.4,23,72.78676338117913,74.21589554462486
2022-12-24 00:01:30,24,94,324.8,105.3,23,72.78676338117913,74.21589554462486
2022-12-24 01:01:30,18,62,244.2,49.8,17,72.78676338117913,74.21589554462486
2022-12-24 02:01:30,12,45,205.3,25.5,12,72.78676338117913,74.21589554462486
2022-12-24 03:01:30,7,25,80.1,11.8,7,72.78676338117913,74.21589554462486
2022-12-24 04:01:30,3,16,78.3,8.0,3,72.78676338117913,74.21589554462486
2022-12-24 05:01:30,2,6,27.0,5.7,1,72.78676338117913,74.21589554462486
2022-12-24 06:16:30,2,15,55.2,10.4,2,72.78676338117913,74.21589554462486
2022-12-24 07:01:30,2,12,46.6,8.5,2,72.78676338117913,74.21589554462486
2022-12-24 08:46:30,4,15,50.7,12.4,3,72.78676338117913,74.21589554462486
2022-12-24 09:46:30,7,34,108.3,18.6,7,72.78676338117913,74.21589554462486
2022-12-24 10:31:30,11,65,220.5,55.3,11,72.78676338117913,74.21589554462486
2022-12-24 11:46:30,12,85,399.7,71.0,11,72.78676338117913,74.21589554462486
2022-12-24 12:01:30,13,73,333.6,66.9,12,72.78676338117913,74.21589554462486
2022-12-24 13:46:30,12,55,211.0,66.0,12,72.78676338117913,74.21589554462486
2022-12-24 14:46:30,14,66,231.5,68.3,15,72.78676338117913,74.21589554462486
2022-12-24 15:46:30,18,132,418.8,150.4,22,72.78676338117913,74.21589554462486
2022-12-24 16:46:00,37,309,1270.1,299.6,40,72.78676338117913,74.21589554462486
2022-12-24 17:01:30,39,323,1305.8,297.5,43,72.78676338117913,74.21589554462486
2022-12-24 18:31:30,37,289,1098.8,254.8,41,72.78676338117913,74.21589554462486
2022-12-24 19:01:30,35,233,921.0,215.0,36,72.78676338117913,74.21589554462486
2022-12-24 20:01:30,31,229,844.3,193.3,31,72.78676338117913,74.21589554462486
2022-12-24 21:01:30,27,159,586.3,130.3,31,72.78676338117913,74.21589554462486
2022-12-24 22:01:30,22,113,359.1,85.2,28,72.78676338117913,74.21589554462486
2022-12-24 23:01:30,16,59,174.3,45.3,23,72.78676338117913,74.21589554462486
2022-12-25 00:01:30,11,31,90.7,18.3,17,72.78676338117913,74.21589554462486
2022-12-25 01:01:30,5,19,64.0,6.0,10,72.78676338117913,74.21589554462486
2022-12-25 02:01:30,3,10,31.1,6.0,5,72.78676338117913,74.21589554462486
2022-12-25 03:01:30,1,6,19.0,1.1,3,72.78676338117913,74.21589554462486
2022-12-25 04:01:30,0,5,14.5,2.5,1,72.78676338117913,74.21589554462486
2022-12-25 05:01:30,0,3,9.9,0.6,0,72.78676338117913,74.21589554462486
2022-12-25 06:46:30,25,168,687.2,170.2,6,72.78676338117913,74.21589554462486
2022-12-25 07:46:30,54,271,1307.2,309.0,15,72.78676338117913,74.21589554462486
2022-12-25 08:01:30,54,233,1168.1,279.4,16,72.78676338117913,74.21589554462486
2022-12-25 09:01:30,34,131,542.8,148.7,18,72.78676338117913,74.21589554462486
2022-12-25 10:01:30,23,94,352.8,102.5,18,72.78676338117913,74.21589554462486
2022-12-25 11:46:30,19,118,433.0,125.8,17,72.78676338117913,74.21589554462486
2022-12-25 12:46:30,23,226,759.2,151.6,17,72.78676338117913,74.21589554462486
2022-12-25 13:31:30,30,259,927.3,201.6,16,72.78676338117913,74.21589554462486
2022-12-25 14:46:30,37,218,936.2,270.5,26,72.78676338117913,74.21589554462486
2022-12-25 15:46:30,41,233,1014.7,306.3,33,72.78676338117913,74.21589554462486
2022-12-25 16:46:00,54,376,1727.2,416.4,57,72.78676338117913,74.21589554462486
2022-12-25 17:31:30,57,358,1609.0,375.4,70,72.78676338117913,74.21589554462486
2022-12-25 18:01:30,51,342,1440.2,320.0,71,72.78676338117913,74.21589554462486
2022-12-25 19:01:30,39,216,834.3,193.0,40,72.78676338117913,74.21589554462486
2022-12-25 20:01:30,27,188,644.6,124.3,15,72.78676338117913,74.21589554462486
2022-12-25 21:01:30,24,138,446.8,97.0,19,72.78676338117913,74.21589554462486
2022-12-25 22:01:30,20,103,344.9,69.4,22,72.78676338117913,74.21589554462486
2022-12-25 23:01:30,14,42,121.7,24.4,18,72.78676338117913,74.21589554462486
2022-12-26 00:01:30,10,26,77.1,7.4,10,72.78676338117913,74.21589554462486
2022-12-26 01:01:30,6,16,44.1,6.1,6,72.78676338117913,74.21589554462486
2022-12-26 02:01:30,3,12,50.0,4.9,3,72.78676338117913,74.21589554462486
2022-12-26 03:01:30,1,10,51.0,11.4,1,72.78676338117913,74.21589554462486
2022-12-26 04:01:30,1,8,36.6,6.3,0,72.78676338117913,74.21589554462486
2022-12-26 05:01:30,0,6,16.3,1.7,0,72.78676338117913,74.21589554462486
2022-12-26 06:46:00,26,162,664.6,183.7,23,72.78676338117913,74.21589554462486
2022-12-26 07:46:30,52,262,1262.7,278.9,52,72.78676338117913,74.21589554462486
2022-12-26 08:01:30,52,232,1091.7,257.7,54,72.78676338117913,74.21589554462486
2022-12-26 09:01:30,31,110,457.2,134.3,39,72.78676338117913,74.21589554462486
2022-12-26 10:01:30,22,98,394.2,103.1,28,72.78676338117913,74.21589554462486
2022-12-26 11:46:30,20,123,443.2,127.7,21,72.78676338117913,74.21589554462486
2022-12-26 12:46:30,24,230,807.1,156.3,24,72.78676338117913,74.21589554462486
2022-12-26 13:46:30,34,256,1053.4,233.8,34,72.78676338117913,74.21589554462486
2022-12-26 14:46:30,41,256,1129.4,299.2,43,72.78676338117913,74.21589554462486
2022-12-26 15:01:30,43,218,1057.8,300.4,50,72.78676338117913,74.21589554462486
2022-12-26 16:46:00,55,403,1913.9,435.8,62,72.78676338117913,74.21589554462486
2022-12-26 17:31:00,58,376,1652.4,402.5,63,72.78676338117913,74.21589554462486
2022-12-26 18:01:30,53,357,1513.9,344.6,59,72.78676338117913,74.21589554462486
2022-12-26 19:01:30,41,232,925.9,224.3,45,72.78676338117913,74.21589554462486
2022-12-26 20:01:30,31,192,726.7,152.5,32,72.78676338117913,74.21589554462486
2022-12-26 21:01:30,23,113,420.5,69.2,26,72.78676338117913,74.21589554462486
2022-12-26 22:01:30,16,61,187.9,43.8,22,72.78676338117913,74.21589554462486
2022-12-26 23:31:30,16,75,336.8,57.6,16,72.78676338117913,74.21589554462486
2022-12-27 00:01:30,12,35,132.8,21.6,10,72.78676338117913,74.21589554462486
2022-12-27 01:01:30,6,30,101.1,17.8,5,72.78676338117913,74.21589554462486
2022-12-27 02:01:30,4,18,55.2,14.3,3,72.78676338117913,74.21589554462486
2022-12-27 03:01:30,1,10,28.3,3.9,1,72.78676338117913,74.21589554462486
2022-12-27 04:01:30,0,6,30.7,7.5,0,72.78676338117913,74.21589554462486
2022-12-27 05:01:30,0,4,23.1,1.6,0,72.78676338117913,74.21589554462486
2022-12-27 06:46:30,24,174,651.6,172.8,26,72.78676338117913,74.21589554462486
2022-12-27 07:46:30,50,260,1165.1,287.3,56,72.78676338117913,74.21589554462486
2022-12-27 08:01:30,49,225,1009.5,252.0,58,72.78676338117913,74.21589554462486
2022-12-27 09:01:30,31,106,466.5,131.4,41,72.78676338117913,74.21589554462486
2022-12-27 10:01:30,24,107,445.2,123.1,29,72.78676338117913,74.21589554462486
2022-12-27 11:46:30,22,138,493.8,141.8,20,72.78676338117913,74.21589554462486
2022-12-27 12:16:00,26,175,660.0,174.0,26,72.78676338117913,74.21589554462486
2022-12-27 13:16:30,33,287,1111.0,230.4,34,72.78676338117913,74.21589554462486
2022-12-27 14:46:30,44,263,1464.8,316.3,40,72.78676338117913,74.21589554462486
2022-12-27 15:46:00,52,334,1706.9,398.6,43,72.78676338117913,74.21589554462486
2022-12-27 16:46:00,65,497,2449.5,513.8,55,72.78676338117913,74.21589554462486
2022-12-27 17:31:00,69,482,2474.8,492.8,58,72.78676338117913,74.21589554462486
2022-12-27 18:01:00,63,459,2188.8,443.3,54,72.78676338117913,74.21589554462486
2022-12-27 19:01:30,56,337,1574.5,339.1,42,72.78676338117913,74.21589554462486
2022-12-27 20:01:30,43,339,1287.4,281.0,31,72.78676338117913,74.21589554462486
2022-12-27 21:01:30,35,251,916.8,180.0,27,72.78676338117913,74.21589554462486
2022-12-27 22:01:30,28,165,586.0,132.8,23,72.78676338117913,74.21589554462486
2022-12-27 23:01:30,21,71,246.2,69.2,18,72.78676338117913,74.21589554462486
2022-12-28 00:01:30,13,35,106.9,27.5,12,72.78676338117913,74.21589554462486
2022-12-28 01:01:30,7,27,99.9,11.9,6,72.78676338117913,74.21589554462486
2022-12-28 02:01:30,4,13,47.3,5.1,5,72.78676338117913,74.21589554462486
2022-12-28 03:01:30,2,15,54.4,12.5,2,72.78676338117913,74.21589554462486
2022-12-28 04:01:30,0,8,29.0,3.2,0,72.78676338117913,74.21589554462486
2022-12-28 05:01:30,0,6,17.7,1.6,0,72.78676338117913,74.21589554462486
2022-12-28 06:46:30,24,158,593.4,158.1,24,72.78676338117913,74.21589554462486
2022-12-28 07:46:30,49,250,1190.0,265.9,52,72.78676338117913,74.21589554462486
2022-12-28 08:01:30,48,185,939.0,229.3,52,72.78676338117913,74.21589554462486
2022-12-28 09:01:30,30,104,438.4,131.1,33,72.78676338117913,74.21589554462486
2022-12-28 10:01:30,23,96,381.3,110.6,25,72.78676338117913,74.21589554462486
2022-12-28 11:46:30,24,164,599.8,161.8,20,72.78676338117913,74.21589554462486
2022-12-28 12:16:30,29,219,864.7,194.1,26,72.78676338117913,74.21589554462486
2022-12-28 13:31:30,35,259,989.6,238.4,30,72.78676338117913,74.21589554462486
2022-12-28 14:46:30,45,278,1341.0,325.1,37,72.78676338117913,74.21589554462486
2022-12-28 15:46:00,50,307,1478.5,378.1,42,72.78676338117913,74.21589554462486
2022-12-28 16:46:00,67,524,2617.9,541.3,55,72.78676338117913,74.21589554462486
2022-12-28 17:31:00,69,518,2562.2,507.7,59,72.78676338117913,74.21589554462486
2022-12-28 18:01:00,64,463,2177.2,445.5,54,72.78676338117913,74.21589554462486
2022-12-28 19:01:30,58,356,1631.1,364.6,41,72.78676338117913,74.21589554462486
2022-12-28 20:01:30,43,338,1312.7,289.8,29,72.78676338117913,74.21589554462486
2022-12-28 21:01:30,40,277,1120.1,222.9,27,72.78676338117913,74.21589554462486
2022-12-28 22:01:30,32,200,701.9,167.7,23,72.78676338117913,74.21589554462486
2022-12-28 23:01:30,23,108,351.1,87.9,17,72.78676338117913,74.21589554462486
2022-12-29 00:01:30,15,54,184.8,37.2,13,72.78676338117913,74.21589554462486
2022-12-29 01:01:30,7,27,95.6,7.7,8,72.78676338117913,74.21589554462486
2022-12-29 02:01:30,4,14,47.9,7.9,6,72.78676338117913,74.21589554462486
2022-12-29 03:01:30,2,10,36.4,7.9,3,72.78676338117913,74.21589554462486
2022-12-29 04:01:30,0,8,25.9,2.7,1,72.78676338117913,74.21589554462486
2022-12-29 05:01:30,0,6,17.8,4.6,0,72.78676338117913,74.21589554462486
2022-12-29 06:46:30,18,83,331.6,117.2,22,72.78676338117913,74.21589554462486
2022-12-29 07:46:30,31,127,550.8,155.8,41,72.78676338117913,74.21589554462486
2022-12-29 08:01:30,28,95,364.1,114.4,39,72.78676338117913,74.21589554462486
2022-12-29 09:46:30,16,73,235.0,87.6,23,72.78676338117913,74.21589554462486
2022-12-29 10:16:30,18,86,320.2,102.9,18,72.78676338117913,74.21589554462486
2022-12-29 11:46:30,23,149,596.8,163.6,22,72.78676338117913,74.21589554462486
2022-12-29 12:16:30,27,187,714.0,193.7,25,72.78676338117913,74.21589554462486
2022-12-29 13:46:30,34,227,910.5,241.0,32,72.78676338117913,74.21589554462486
2022-12-29 14:46:30,47,298,1457.4,360.9,43,72.78676338117913,74.21589554462486
2022-12-29 15:01:30,50,289,1416.4,360.1,46,72.78676338117913,74.21589554462486
2022-12-29 16:46:00,67,506,2554.8,536.6,56,72.78676338117913,74.21589554462486
2022-12-29 17:31:00,70,507,2623.4,512.8,59,72.78676338117913,74.21589554462486
2022-12-29 18:01:00,64,422,2141.9,443.8,54,72.78676338117913,74.21589554462486
2022-12-29 19:01:00,61,402,1923.8,409.9,45,72.78676338117913,74.21589554462486
2022-12-29 20:16:00,54,413,1765.7,383.6,37,72.78676338117913,74.21589554462486
2022-12-29 21:01:00,52,354,1494.4,341.4,36,72.78676338117913,74.21589554462486
